"pool_div","pool_id","par_set_id","1","2","3","4","5","6","7","8","9","10"
3,19,19,2.15327542619199,0.641024177632638,-0.966804539381623,0,0,0,0,0,0,0
3,20,20,-1.14639668656635,0.931882163360194,0.229606786622816,0,0,0,0,0,0,0
3,20,20,0.579551351994008,-0.639968247567356,2.42657837493062,0,0,0,0,0,0,0
3,21,21,-1.35445206608865,0.173065989096306,-1.10389363903335,0,0,0,0,0,0,0
3,21,21,0.103045730175172,0.845496452477558,-0.0997835879844456,0,0,0,0,0,0,0
3,22,22,-2.21093565835681,-0.0144089832087756,1.12739347398639,0,0,0,0,0,0,0
3,22,22,1.06896824568327,0.506070554604949,0.796303938313443,0,0,0,0,0,0,0
3,22,22,1.19130751065515,0.228592139990282,0.0740012042150244,0,0,0,0,0,0,0
3,22,22,0.852462723321828,-0.387130882838732,1.58027903800967,0,0,0,0,0,0,0
3,22,22,-1.7236893067852,-0.283095725382148,0.72087621748455,0,0,0,0,0,0,0
3,22,22,-0.308856287392495,0.470333356274661,-0.864059943573352,0,0,0,0,0,0,0
3,23,23,-0.488546479012133,-0.379681252452591,0.780272688029135,0,0,0,0,0,0,0
3,23,23,-1.25304411131101,1.61887375655934,-0.670810093801156,0,0,0,0,0,0,0
3,23,23,-1.24931143854284,-0.240030610519019,0.0194219709555153,0,0,0,0,0,0,0
3,23,23,-1.01275067499257,1.81272837768295,0.39002918754349,0,0,0,0,0,0,0
3,25,25,0.00921856765744171,-1.14971496534942,0.398588153080353,0,0,0,0,0,0,0
3,25,25,-0.529114200847027,-3.01735476663715,-4.24283097123594,0,0,0,0,0,0,0
3,26,26,0.939225683391365,0.119797108299849,1.13035022615527,0,0,0,0,0,0,0
3,26,26,0.43843758272349,-0.105475488322565,-1.13098507763856,0,0,0,0,0,0,0
3,26,26,-1.0955246180438,-0.731973010117642,1.43412401998432,0,0,0,0,0,0,0
3,26,26,1.5983049390725,0.533939583271835,-1.04331797644674,0,0,0,0,0,0,0
3,27,27,-0.576715331645396,-0.0132521081843779,-0.331337017666192,0,0,0,0,0,0,0
3,27,27,-0.100477187361371,-1.18122143394324,-1.03077773255088,0,0,0,0,0,0,0
3,29,29,-1.09105266645486,-0.499131451851626,-1.66277871056261,0,0,0,0,0,0,0
3,29,29,-1.02728386925411,0.294437520641653,-0.645873194664805,0,0,0,0,0,0,0
3,30,30,0.815690264015543,-1.08540471235471,-0.0759026581833317,0,0,0,0,0,0,0
3,30,30,-4.14657767619846,-2.235492593055,3.8339546244023,0,0,0,0,0,0,0
3,31,31,-0.591563789091884,0.543301852828884,0.489995345540967,0,0,0,0,0,0,0
3,31,31,1.1632728760291,-6.16348139739737,4.86066787349235,0,0,0,0,0,0,0
3,31,31,-12.952200608982,-7.3149471247396,-5.73411175578715,0,0,0,0,0,0,0
3,31,31,0.344123687609653,-2.49045399150752,0.865174129915648,0,0,0,0,0,0,0
3,32,32,0.118351930754749,0.312808310499778,-0.586454209294693,0,0,0,0,0,0,0
3,32,32,-4.01063613702417,4.95470777147126,-0.583102133795588,0,0,0,0,0,0,0
3,32,32,-0.0511980274608762,-0.00757475727268415,-0.0280650067415652,0,0,0,0,0,0,0
3,32,32,4.1524429519342,-12.2219127300333,10.8169917179764,0,0,0,0,0,0,0
3,35,35,2.59399178617,11.149037043242,4.66547677790726,0,0,0,0,0,0,0
3,35,35,0.52169524386957,1.13423237340234,0.214749892541781,0,0,0,0,0,0,0
3,35,35,-2.01286468095252,-5.46871421378231,-2.35070096357487,0,0,0,0,0,0,0
3,35,35,1.69169614867112,-0.264296159883503,1.56121401017686,0,0,0,0,0,0,0
3,36,36,-0.0356001319849643,0.167313887013499,-0.255670401858768,0,0,0,0,0,0,0
3,36,36,-0.0233188278304578,0.396108470914068,-0.788721028303803,0,0,0,0,0,0,0
3,37,37,0.833615616290901,-1.4696268205374,-0.561362426372931,0,0,0,0,0,0,0
3,37,37,-0.537627574944501,1.2656186672149,0.515213343080034,0,0,0,0,0,0,0
3,37,37,1.2581008595197,-0.119791071628286,2.07093286517821,0,0,0,0,0,0,0
3,37,37,8.07650532965752,6.66136616338005,2.10320067202764,0,0,0,0,0,0,0
3,38,38,1.09177551538826,0.17733044035076,0.653298631688026,0,0,0,0,0,0,0
3,38,38,0.671908441523189,0.16924230182711,-1.0061016956915,0,0,0,0,0,0,0
3,38,38,-0.562432234269362,0.152426626048407,0.595413054097999,0,0,0,0,0,0,0
3,38,38,-2.03955565018265,1.45854885899678,-0.151267534588327,0,0,0,0,0,0,0
3,41,41,1.71688836715458,1.43841918619063,0.0236214890576277,0,0,0,0,0,0,0
3,41,41,-0.680024747603552,-3.76576811614155,-1.63914888441539,0,0,0,0,0,0,0
3,43,43,-0.0856355003863865,0.183636104640625,-1.53517181385762,0,0,0,0,0,0,0
3,43,43,4.72170620521229,-1.99003160318794,0.0896059003811545,0,0,0,0,0,0,0
3,43,43,-0.966565107998619,2.45575653092675,-0.065394911548209,0,0,0,0,0,0,0
3,43,43,3.65111648238387,1.19904877107356,1.80881350324505,0,0,0,0,0,0,0
3,44,44,-1.09750788924365,-0.47379950064449,-0.0900896565921745,0,0,0,0,0,0,0
3,44,44,2.48755651021127,0.75224940966998,-0.012319428848678,0,0,0,0,0,0,0
3,45,45,0.667952524901566,-1.16875943623289,1.21198886213466,0,0,0,0,0,0,0
3,45,45,0.940119533597372,0.0654596596538041,-0.751364673576549,0,0,0,0,0,0,0
3,45,45,-1.85425249122713,0.403433868143643,-0.344664796914263,0,0,0,0,0,0,0
3,45,45,-0.386596219961723,0.39968901465749,0.0470151859716821,0,0,0,0,0,0,0
3,46,46,-0.726681574125488,0.909006653935968,-0.229577375287094,0,0,0,0,0,0,0
3,46,46,-0.855813512966494,-0.0344104748341603,0.440182227577306,0,0,0,0,0,0,0
3,46,46,-6.24664134922354,-2.88973431657028,25.3286392586248,0,0,0,0,0,0,0
3,46,46,2.6637982871756,-4.17971884637491,-1.0614373434061,0,0,0,0,0,0,0
3,47,47,-0.77130190390905,-0.645380500595733,0.314823955562316,0,0,0,0,0,0,0
3,47,47,3.72781241730895,2.20080646204387,0.136856319357941,0,0,0,0,0,0,0
3,48,48,-0.90369226751435,-0.0199098183105329,-0.345621197907997,0,0,0,0,0,0,0
3,48,48,0.307297947932352,2.15082276806188,-0.784658869138855,0,0,0,0,0,0,0
3,49,49,0.496908685447696,1.38459532346263,-0.14972179171559,0,0,0,0,0,0,0
3,49,49,20.8966486340866,-12.2904671889882,-13.8629624355205,0,0,0,0,0,0,0
3,49,49,-0.451706116347884,-1.52964445097013,-1.31379292952499,0,0,0,0,0,0,0
3,49,49,-1.01989335202807,-0.0827655188278051,-0.332312645987709,0,0,0,0,0,0,0
3,52,52,1.64411175686515,-0.886096638005011,2.17918658997583,0,0,0,0,0,0,0
3,52,52,1.56437900734273,2.57626484798841,0.64348732590777,0,0,0,0,0,0,0
3,54,54,2.00864804007006,-0.363234363799233,-0.346307157048611,0,0,0,0,0,0,0
3,54,54,0.84697502430357,0.631027528397134,-0.23579084392515,0,0,0,0,0,0,0
3,55,55,-8.10443599765555,39.4306501483176,4.55836102741079,0,0,0,0,0,0,0
3,55,55,-0.692396567201956,0.111096259953342,0.618973212931462,0,0,0,0,0,0,0
3,55,55,0.894703937020505,0.586669754447346,-0.216012816517247,0,0,0,0,0,0,0
3,55,55,-0.716018119691043,0.118269763206802,0.866859557552147,0,0,0,0,0,0,0
3,55,55,-0.658350379623339,0.438012243414251,0.0749714808409557,0,0,0,0,0,0,0
3,55,55,18.3521738428665,35.2497480623706,-0.832528354733138,0,0,0,0,0,0,0
3,56,56,-99.08817839328,151.371785244558,74.2088706925873,0,0,0,0,0,0,0
3,56,56,37.3109118411337,-6.01479876701571,-50.3252615924322,0,0,0,0,0,0,0
3,56,56,-0.954648978480973,-0.462505823541614,0.105183153822744,0,0,0,0,0,0,0
3,56,56,-1.87024351529582,-1.11403665088121,-0.301870372250757,0,0,0,0,0,0,0
3,57,57,-0.0120132948145056,0.151989200108489,1.1636612743628,0,0,0,0,0,0,0
3,57,57,-0.450866442646968,0.625846566040228,1.73817507013766,0,0,0,0,0,0,0
3,59,59,1.84046202799168,-0.45831963612551,-1.37794866455022,0,0,0,0,0,0,0
3,59,59,-0.62798718300055,-0.53543036202464,0.785841526860909,0,0,0,0,0,0,0
3,60,60,1.90923497468584,-0.866256278890113,-0.0705714263241755,0,0,0,0,0,0,0
3,60,60,-1.22747869420112,-0.927243437135704,0.0503154958386287,0,0,0,0,0,0,0
3,60,60,1.18537735336072,0.409476623760767,-0.637756546831316,0,0,0,0,0,0,0
3,60,60,-1.21916545353446,-0.894867598456307,0.0371335541456334,0,0,0,0,0,0,0
3,61,61,-1.73586807482085,0.840590445506087,-0.849073164609324,0,0,0,0,0,0,0
3,61,61,-1.04415865570568,0.00154332182481287,0.707546926319446,0,0,0,0,0,0,0
3,62,62,-0.317560449565281,-2.13588575311246,-1.18987735900115,0,0,0,0,0,0,0
3,62,62,0.0837882217013844,1.82912474874047,0.63941711360066,0,0,0,0,0,0,0
3,64,64,2.22588444754444,0.642350488122935,1.71141258108142,0,0,0,0,0,0,0
3,64,64,-4.54645576217132,0.373224002838203,-4.22104265511198,0,0,0,0,0,0,0
3,65,65,1.20116756714262,-1.49229228392144,-0.2211011810962,0,0,0,0,0,0,0
3,65,65,1.3120594796332,0.316840737083984,0.236342829003998,0,0,0,0,0,0,0
3,66,66,0.430270091902494,0.624643522069507,-1.38785326747358,0,0,0,0,0,0,0
3,66,66,-0.089001457532295,0.0229296352261946,3.31449071288931,0,0,0,0,0,0,0
3,67,67,-0.893296094399003,-1.03113346826818,1.09542304794081,0,0,0,0,0,0,0
3,67,67,1.47264854620419,1.22864665016318,0.305065770320578,0,0,0,0,0,0,0
3,68,68,1.02609159573203,-1.55469486333417,-0.498241577535089,0,0,0,0,0,0,0
3,68,68,2.59615594428654,-1.12717968667072,-0.720358690125242,0,0,0,0,0,0,0
3,69,69,-0.559959412835899,0.178265083461073,1.23411429579157,0,0,0,0,0,0,0
3,69,69,-1.00655363830193,-1.32377472399101,1.08030147171676,0,0,0,0,0,0,0
3,70,70,0.753378973451915,5.30236867057583,8.12336182390526,0,0,0,0,0,0,0
3,70,70,-0.679083316307064,-0.454884557316153,2.19688449921253,0,0,0,0,0,0,0
3,70,70,0.518868717601984,-0.84488832359845,-0.274172210686911,0,0,0,0,0,0,0
3,70,70,-0.252943795685116,1.1382209291773,2.3027377583432,0,0,0,0,0,0,0
3,71,71,-0.687217481760927,0.427660440131794,0.899199386033912,0,0,0,0,0,0,0
3,71,71,-0.123200247829721,0.202081402774176,0.447447190929126,0,0,0,0,0,0,0
3,71,71,-0.375912437678415,-0.902219465858773,-0.348976206098251,0,0,0,0,0,0,0
3,71,71,-3.01950861090514,-1.18918510397612,0.0917521253237477,0,0,0,0,0,0,0
3,73,73,-0.502345282167328,0.197584775014822,1.24712669154344,0,0,0,0,0,0,0
3,73,73,-0.0476109582041717,-0.3890800106574,-0.269097365746129,0,0,0,0,0,0,0
3,73,73,-1.09850448066203,-0.995162830144791,-0.0925544922808034,0,0,0,0,0,0,0
3,73,73,-0.080490419093165,0.661850989370028,0.983051793272807,0,0,0,0,0,0,0
3,73,73,-0.39042911562547,-0.182994022124328,1.03599189819507,0,0,0,0,0,0,0
3,73,73,0.123420859840082,-0.203621190818507,0.416718103501127,0,0,0,0,0,0,0
3,74,74,-0.857499928627718,-0.323485284159004,0.220253665096299,0,0,0,0,0,0,0
3,74,74,-3.3843033174616,-6.85589306977308,5.89776305867814,0,0,0,0,0,0,0
3,74,74,-0.907634159648184,-0.306782562936202,0.410996094319185,0,0,0,0,0,0,0
3,74,74,0.853681351309655,1.67725241095669,-0.0348920037319369,0,0,0,0,0,0,0
3,75,75,-1.83440377163925,4.99158858588437,4.75691963809713,0,0,0,0,0,0,0
3,75,75,0.827889531503249,-1.20562398802015,1.56647738490051,0,0,0,0,0,0,0
3,76,76,0.00881485046212235,-2.89541110853143,-2.13985472488176,0,0,0,0,0,0,0
3,76,76,-0.818853549441228,-1.76832733786565,-1.48507652267096,0,0,0,0,0,0,0
3,77,77,-0.357534672960774,0.239518938081486,-0.632937216777898,0,0,0,0,0,0,0
3,77,77,0.152521068830815,-2.28564643551039,0.92495385299976,0,0,0,0,0,0,0
3,77,77,-0.0400792514714261,-0.482568693125396,0.892996584208136,0,0,0,0,0,0,0
3,77,77,-0.636457457247598,0.290784909103719,-0.659778525346503,0,0,0,0,0,0,0
3,78,78,1.08718045233334,-0.950203963948805,0.350941673756381,0,0,0,0,0,0,0
3,78,78,-0.674947184273648,-0.601576043541959,-0.736178800631093,0,0,0,0,0,0,0
3,80,80,-8.12027922446326,3.31960064031527,-5.21328497945449,0,0,0,0,0,0,0
3,80,80,-9.86837976710865,4.28673468143533,-1.70378605311882,0,0,0,0,0,0,0
3,81,81,0.254713947359379,-1.02541182088306,-0.247370842838706,0,0,0,0,0,0,0
3,81,81,-6.62081722196158,1.55445072267296,-2.09837748262806,0,0,0,0,0,0,0
3,82,82,1.07542006747307,-0.18230008620083,0.21449714444772,0,0,0,0,0,0,0
3,82,82,-1.57047619905819,0.045909180427655,-0.0223709319549867,0,0,0,0,0,0,0
3,82,82,-0.417034939961802,1.18175548449578,1.01946786140946,0,0,0,0,0,0,0
3,82,82,1.76724584364081,-7.83426702616141,-5.63565374698459,0,0,0,0,0,0,0
3,83,83,0.598995686821352,0.739131110683925,0.50476678078985,0,0,0,0,0,0,0
3,83,83,-1.12124794331663,0.620230634969109,-0.430383110108457,0,0,0,0,0,0,0
3,83,83,-2.18424057546924,-4.55968048763247,-0.59864105563045,0,0,0,0,0,0,0
3,83,83,0.343928528213175,-1.24927412071837,-2.35373845712384,0,0,0,0,0,0,0
3,85,85,0.0850987125644775,-0.267163444104436,-0.807449828242168,0,0,0,0,0,0,0
3,85,85,-0.458275143520975,-0.0298525039617933,0.894440303269331,0,0,0,0,0,0,0
3,86,86,0.0408987774705778,0.416926884410007,0.56527331247727,0,0,0,0,0,0,0
3,86,86,-0.250365543181201,-0.312480172675872,1.03940431150104,0,0,0,0,0,0,0
3,87,87,0.0507421490972774,-1.03772829181932,-1.04132908630697,0,0,0,0,0,0,0
3,87,87,-3.15809217776298,7.02435749125642,18.6837087348314,0,0,0,0,0,0,0
3,88,88,1.565931934519,0.330104841976995,1.12548495125874,0,0,0,0,0,0,0
3,88,88,-3.59402813961468,-2.27120764011338,-0.910133614346726,0,0,0,0,0,0,0
3,88,88,-0.377835400629836,0.372444896141406,-0.604484263096485,0,0,0,0,0,0,0
3,88,88,2.25696812638469,-2.74935578443667,-0.181931564863214,0,0,0,0,0,0,0
3,88,88,-1.27515845348789,0.0146838040091992,-0.298175587668747,0,0,0,0,0,0,0
3,88,88,2.36128088783034,-2.78576565822533,-0.214645975213029,0,0,0,0,0,0,0
3,89,89,0.815024253743267,0.341454023966379,0.46530011907868,0,0,0,0,0,0,0
3,89,89,-1.27733337970525,-1.55648897340179,-1.20818648076071,0,0,0,0,0,0,0
3,89,89,2.38993762936314,-6.07263173904803,-4.42130282222202,0,0,0,0,0,0,0
3,89,89,-0.126697117840513,3.16880688734258,0.00160601688802052,0,0,0,0,0,0,0
3,91,91,-0.838550851735589,1.18283033221419,-0.886158183608412,0,0,0,0,0,0,0
3,91,91,-10.2826307901608,14.4806611664851,-2.15949933233791,0,0,0,0,0,0,0
3,93,93,-0.53245385102957,1.13091590753082,1.46433673129859,0,0,0,0,0,0,0
3,93,93,-2.66744947880586,-0.52438915038536,2.35642118278889,0,0,0,0,0,0,0
3,94,94,0.485489846834521,0.764596216203353,0.63087854592065,0,0,0,0,0,0,0
3,94,94,0.793007875602983,-1.64389461186855,0.150876184099285,0,0,0,0,0,0,0
3,94,94,-0.068966086027742,1.81550074972588,-3.30953674853607,0,0,0,0,0,0,0
3,94,94,1.8568172412144,2.47409503942964,1.62052282282859,0,0,0,0,0,0,0
3,95,95,0.794659296852995,-0.482506250913863,0.74574486663758,0,0,0,0,0,0,0
3,95,95,2.06927581503862,-1.05821337839594,-0.0509996954298329,0,0,0,0,0,0,0
3,95,95,-1.48995343585062,1.4110043582397,-0.057465642393972,0,0,0,0,0,0,0
3,95,95,-0.249143517782457,1.09761976083937,-0.450990567779109,0,0,0,0,0,0,0
3,97,97,-0.170408242335647,-2.22594368308031,-0.402004649825171,0,0,0,0,0,0,0
3,97,97,0.395649465445436,3.89428549230982,-0.327875064834941,0,0,0,0,0,0,0
3,98,98,-12.8095824428934,2.17643213569603,-1.63391879200476,0,0,0,0,0,0,0
3,98,98,5.88486181413254,0.324189579416693,-1.60681303018025,0,0,0,0,0,0,0
3,98,98,-3.57652590633814,0.190332975372425,2.14308904380709,0,0,0,0,0,0,0
3,98,98,-0.966490696939113,0.804434951749622,-0.0466886805416006,0,0,0,0,0,0,0
3,98,98,-1.66132724610326,11.2148099345657,-1.20853615050395,0,0,0,0,0,0,0
3,98,98,0.383631522609811,-0.783087502585046,-0.0346130014525059,0,0,0,0,0,0,0
3,100,100,-2.69150221390793,-0.7080874363194,-0.627949893511963,0,0,0,0,0,0,0
3,100,100,0.628980563066546,-0.378654068455242,-0.0557838623436416,0,0,0,0,0,0,0
3,100,100,0.540591350597663,0.451621626408065,-0.934767299831348,0,0,0,0,0,0,0
3,100,100,-0.789546966225564,0.348948920309843,0.4524824804572,0,0,0,0,0,0,0
3,101,101,-9.25086335515461,-24.9041175292857,0.640677912042462,0,0,0,0,0,0,0
3,101,101,-2.09957147628367,5.42519678857811,0.621875796480699,0,0,0,0,0,0,0
3,101,101,-1.99039430338504,-0.898462702970868,1.41740747907645,0,0,0,0,0,0,0
3,101,101,-0.194509505437594,0.128544378813481,-0.0735618841656624,0,0,0,0,0,0,0
3,102,102,-1.67230775854947,0.04188257691255,-1.27561956630296,0,0,0,0,0,0,0
3,102,102,1.18018127302705,4.33858938334965,-78.5328844742824,0,0,0,0,0,0,0
3,102,102,-0.470432840899474,0.184390928327233,-1.60703617493493,0,0,0,0,0,0,0
3,102,102,1.06726455921637,-0.111842077495976,0.341663544618551,0,0,0,0,0,0,0
3,103,103,1.06419430674941,0.238024809393403,-1.0546764975856,0,0,0,0,0,0,0
3,103,103,-1.58039410086953,0.825960212611516,0.465616909448246,0,0,0,0,0,0,0
3,103,103,7.48634908411148,3.24113564976107,6.59698324821948,0,0,0,0,0,0,0
3,103,103,-4.49806518490893,28.4228738586085,-7.07327416895099,0,0,0,0,0,0,0
3,104,104,-5.4477008492644,-5.01178941588012,-0.0208059669151708,0,0,0,0,0,0,0
3,104,104,1.51240161176257,-0.317276802394517,-0.611670417701769,0,0,0,0,0,0,0
3,104,104,0.0713892751231459,0.399105412738392,0.0399759459367416,0,0,0,0,0,0,0
3,104,104,52.4619980159081,238.16032416742,-29.2992968042756,0,0,0,0,0,0,0
3,105,105,-0.524868201976588,0.24375419162042,0.784526253038117,0,0,0,0,0,0,0
3,105,105,4.52712305703849,5.63166838505595,-7.12885755396238,0,0,0,0,0,0,0
3,105,105,-0.327779812753276,-0.344584154545551,-1.85165072987544,0,0,0,0,0,0,0
3,105,105,-2.4847180479835,-3.97059290200222,-10.8634831760097,0,0,0,0,0,0,0
3,106,106,1.92373482815896,0.183272921171935,-1.37325929902627,0,0,0,0,0,0,0
3,106,106,3.61287099055624,0.993402095930385,-2.8075876672183,0,0,0,0,0,0,0
3,106,106,1.09930775695436,-2.04461461710352,-0.906428411627996,0,0,0,0,0,0,0
3,106,106,0.473546651371447,0.169368771357824,-0.420209011909686,0,0,0,0,0,0,0
3,108,108,-3.1139848223792,-0.497415624174003,-0.72979866410622,0,0,0,0,0,0,0
3,108,108,1.11998826589722,0.212714188690027,-0.935758623224876,0,0,0,0,0,0,0
3,109,109,522.641405935324,-627.227570095688,-128.218354984017,0,0,0,0,0,0,0
3,109,109,0.513009608033986,-0.0187940676100138,0.305718111744588,0,0,0,0,0,0,0
3,110,110,-5.33548691161732,2.62025684894238,-11.0361411618931,0,0,0,0,0,0,0
3,110,110,-1.4169980664481,0.611934004413006,-2.7546805331359,0,0,0,0,0,0,0
3,112,112,0.606826528632336,1.56009540062311,-0.472060086355652,0,0,0,0,0,0,0
3,112,112,-0.815826668049735,0.120868318100596,-3.02010393598926,0,0,0,0,0,0,0
3,112,112,-0.67315511438409,0.57522839150183,-0.886346445083159,0,0,0,0,0,0,0
3,112,112,0.640053539629443,0.592823268632786,-1.46332112772516,0,0,0,0,0,0,0
3,113,113,-0.408108689392309,2.43953029380256,-1.63442963714954,0,0,0,0,0,0,0
3,113,113,1.96897421905294,3.45450511030042,2.05097589023727,0,0,0,0,0,0,0
3,114,114,3.28142307686404,-0.854340809360729,-0.696195128060332,0,0,0,0,0,0,0
3,114,114,3.66265629416648,0.213192097928925,3.71998015908138,0,0,0,0,0,0,0
3,114,114,-0.994379016459771,-2.81494377813405,-0.388354642781383,0,0,0,0,0,0,0
3,114,114,-1.66174604116758,-1.31434871254945,-0.566906053166074,0,0,0,0,0,0,0
3,115,115,1.76741162041827,1.59084959290888,-2.55562144573001,0,0,0,0,0,0,0
3,115,115,-0.661964843790839,-0.347176051787204,1.42211554312955,0,0,0,0,0,0,0
3,115,115,0.0783340703995568,0.80984709837295,2.82295951676655,0,0,0,0,0,0,0
3,115,115,-0.0185754391731859,-0.147297285938684,-1.07747897867985,0,0,0,0,0,0,0
3,116,116,-2.53395200964489,0.542075712452707,0.554206003848992,0,0,0,0,0,0,0
3,116,116,-1.48357262856726,-2.11825705801341,-1.41825004956261,0,0,0,0,0,0,0
3,117,117,-0.959945538037527,-0.833440255528494,1.33693392709511,0,0,0,0,0,0,0
3,117,117,-4.35954034254874,-0.37142125760057,4.54367592453772,0,0,0,0,0,0,0
3,118,118,1.93104800852573,0.000565613681320636,2.81148564314574,0,0,0,0,0,0,0
3,118,118,-0.973477872853728,-2.65291590209303,-1.90559449797279,0,0,0,0,0,0,0
3,120,120,-0.0605623424481002,0.928512932994065,0.334706018074642,0,0,0,0,0,0,0
3,120,120,0.307087627699679,-0.663875989834571,0.240811083246687,0,0,0,0,0,0,0
3,121,121,0.199056197189313,1.33771919761159,0.406959519248776,0,0,0,0,0,0,0
